Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:52:36.491000,HAM,44,0 days 00:01:15.926000,62.0,2.0,,,0 days 00:00:19.964000,0 days 00:00:35.561000,0 days 00:00:20.401000,0 days 01:51:40.536000,0 days 01:52:16.097000,0 days 01:52:36.498000,202.0,193.0,260.0,280.0,False,HARD,33.0,True,Mercedes,0 days 01:51:20.565000,2021-05-23 14:21:21.328,1,7.0,False,,False,True
0 days 01:53:51.895000,HAM,44,0 days 00:01:15.404000,63.0,2.0,,,0 days 00:00:19.864000,0 days 00:00:35.239000,0 days 00:00:20.301000,0 days 01:52:56.362000,0 days 01:53:31.601000,0 days 01:53:51.902000,200.0,197.0,260.0,283.0,False,HARD,34.0,True,Mercedes,0 days 01:52:36.491000,2021-05-23 14:22:37.254,1,7.0,False,,False,True
0 days 01:55:08.393000,HAM,44,0 days 00:01:16.498000,64.0,2.0,,,0 days 00:00:19.897000,0 days 00:00:35.957000,0 days 00:00:20.644000,0 days 01:54:11.799000,0 days 01:54:47.756000,0 days 01:55:08.400000,206.0,187.0,258.0,282.0,False,HARD,35.0,True,Mercedes,0 days 01:53:51.895000,2021-05-23 14:23:52.658,1,7.0,True,TRACK LIMITS AT TURN 10,False,True
0 days 01:56:24.077000,HAM,44,0 days 00:01:15.684000,65.0,2.0,,,0 days 00:00:19.984000,0 days 00:00:35.282000,0 days 00:00:20.418000,0 days 01:55:28.384000,0 days 01:56:03.666000,0 days 01:56:24.084000,204.0,196.0,259.0,280.0,False,HARD,36.0,True,Mercedes,0 days 01:55:08.393000,2021-05-23 14:25:09.156,1,7.0,False,,False,True
0 days 01:57:39.338000,HAM,44,0 days 00:01:15.261000,66.0,2.0,,,0 days 00:00:19.774000,0 days 00:00:35.137000,0 days 00:00:20.350000,0 days 01:56:43.858000,0 days 01:57:18.995000,0 days 01:57:39.345000,206.0,194.0,259.0,282.0,True,HARD,37.0,True,Mercedes,0 days 01:56:24.077000,2021-05-23 14:26:24.840,1,7.0,False,,False,True
0 days 01:59:11.148000,HAM,44,0 days 00:01:31.810000,67.0,2.0,,0 days 01:58:47.992000,0 days 00:00:19.643000,0 days 00:00:34.913000,0 days 00:00:37.254000,0 days 01:57:58.988000,0 days 01:58:33.901000,0 days 01:59:11.155000,207.0,199.0,,281.0,False,HARD,38.0,True,Mercedes,0 days 01:57:39.338000,2021-05-23 14:27:40.101,1,7.0,False,,False,False
0 days 02:00:28.285000,HAM,44,0 days 00:01:17.137000,68.0,3.0,0 days 01:59:11.998000,,0 days 00:00:22.251000,0 days 00:00:35.166000,0 days 00:00:19.720000,0 days 01:59:33.406000,0 days 02:00:08.572000,0 days 02:00:28.292000,196.0,200.0,258.0,279.0,False,SOFT,5.0,False,Mercedes,0 days 01:59:11.148000,2021-05-23 14:29:11.911,1,7.0,False,,False,False
0 days 02:01:41.194000,HAM,44,0 days 00:01:12.909000,69.0,3.0,,,0 days 00:00:19.179000,0 days 00:00:34.041000,0 days 00:00:19.689000,0 days 02:00:47.471000,0 days 02:01:21.512000,0 days 02:01:41.201000,217.0,200.0,259.0,278.0,True,SOFT,6.0,False,Mercedes,0 days 02:00:28.285000,2021-05-23 14:30:29.048,1,7.0,False,,False,True
0 days 02:02:54.576000,HAM,44,0 days 00:01:13.382000,70.0,3.0,,,0 days 00:00:19.304000,0 days 00:00:34.202000,0 days 00:00:19.876000,0 days 02:02:00.505000,0 days 02:02:34.707000,0 days 02:02:54.583000,216.0,200.0,261.0,282.0,False,SOFT,7.0,False,Mercedes,0 days 02:01:41.194000,2021-05-23 14:31:41.957,1,7.0,False,,False,True
0 days 02:04:09.009000,HAM,44,0 days 00:01:14.433000,71.0,3.0,,,0 days 00:00:19.612000,0 days 00:00:34.775000,0 days 00:00:20.046000,0 days 02:03:14.195000,0 days 02:03:48.970000,0 days 02:04:09.016000,211.0,197.0,264.0,283.0,False,SOFT,8.0,False,Mercedes,0 days 02:02:54.576000,2021-05-23 14:32:55.339,1,7.0,False,,False,True
0 days 02:05:24.090000,HAM,44,0 days 00:01:15.081000,72.0,3.0,,,0 days 00:00:19.667000,0 days 00:00:35.214000,0 days 00:00:20.200000,0 days 02:04:28.683000,0 days 02:05:03.897000,0 days 02:05:24.097000,202.0,198.0,261.0,282.0,False,SOFT,9.0,False,Mercedes,0 days 02:04:09.009000,2021-05-23 14:34:09.772,1,7.0,False,,False,True
0 days 02:06:39.170000,HAM,44,0 days 00:01:15.080000,73.0,3.0,,,0 days 00:00:19.727000,0 days 00:00:35.064000,0 days 00:00:20.289000,0 days 02:05:43.824000,0 days 02:06:18.888000,0 days 02:06:39.177000,207.0,195.0,260.0,281.0,False,SOFT,10.0,False,Mercedes,0 days 02:05:24.090000,2021-05-23 14:35:24.853,1,7.0,False,,False,True
0 days 02:07:54.493000,HAM,44,0 days 00:01:15.323000,74.0,3.0,,,0 days 00:00:19.680000,0 days 00:00:35.163000,0 days 00:00:20.480000,0 days 02:06:58.857000,0 days 02:07:34.020000,0 days 02:07:54.500000,209.0,192.0,259.0,284.0,False,SOFT,11.0,False,Mercedes,0 days 02:06:39.170000,2021-05-23 14:36:39.933,1,7.0,False,,False,True
0 days 02:09:11.288000,HAM,44,0 days 00:01:16.795000,75.0,3.0,,,0 days 00:00:19.762000,0 days 00:00:35.457000,0 days 00:00:21.576000,0 days 02:08:14.262000,0 days 02:08:49.719000,0 days 02:09:11.295000,202.0,189.0,260.0,280.0,False,SOFT,12.0,False,Mercedes,0 days 02:07:54.493000,2021-05-23 14:37:55.256,1,7.0,False,,False,True
0 days 02:10:25.827000,HAM,44,0 days 00:01:14.539000,76.0,3.0,,,0 days 00:00:19.217000,0 days 00:00:34.883000,0 days 00:00:20.439000,0 days 02:09:30.512000,0 days 02:10:05.395000,0 days 02:10:25.834000,217.0,195.0,259.0,280.0,False,SOFT,13.0,False,Mercedes,0 days 02:09:11.288000,2021-05-23 14:39:12.051,1,7.0,False,,False,True
0 days 02:11:41.877000,HAM,44,0 days 00:01:16.050000,77.0,3.0,,,0 days 00:00:19.899000,0 days 00:00:35.537000,0 days 00:00:20.614000,0 days 02:10:45.733000,0 days 02:11:21.270000,0 days 02:11:41.884000,205.0,192.0,259.0,280.0,False,SOFT,14.0,False,Mercedes,0 days 02:10:25.827000,2021-05-23 14:40:26.590,1,7.0,False,,False,True
0 days 02:12:59.880000,HAM,44,0 days 00:01:18.003000,78.0,3.0,,,0 days 00:00:20.193000,0 days 00:00:36.406000,0 days 00:00:21.404000,0 days 02:12:02.077000,0 days 02:12:38.483000,0 days 02:12:59.887000,198.0,184.0,250.0,275.0,False,SOFT,15.0,False,Mercedes,0 days 02:11:41.877000,2021-05-23 14:41:42.640,1,7.0,False,,False,True
